date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster
2014-09-23 23:44:23,8,4,77,977,53780,9708.5495,128200,0,0,9,2015-03-27,2015-04-03,2,2,1,17672,6,0,4,2,50,682,13
2014-10-09 18:49:44,2,3,66,331,41320,,374244,1,0,1,2014-11-26,2014-11-29,2,2,1,11319,1,0,5,2,50,681,40
2013-03-04 14:03:10,11,3,205,354,51792,,665662,0,0,1,2013-12-14,2013-12-21,2,2,1,8864,1,0,1,4,47,1508,66
2013-06-14 16:54:52,38,2,229,249,56090,,966448,0,0,5,2013-06-16,2013-06-17,2,0,1,635,1,0,3,3,162,1039,57
2013-01-30 08:37:47,2,3,66,174,36965,2208.2133,1125241,0,0,9,2013-05-06,2013-05-10,2,1,1,11850,1,0,5,2,198,750,77
2013-07-25 13:59:39,2,3,66,174,41427,459.4493,597540,0,0,9,2013-08-16,2013-08-20,2,0,1,8278,1,0,1,2,50,368,84
2013-06-12 19:59:55,2,3,66,447,2428,114.8457,1184584,0,0,9,2013-06-22,2013-06-23,2,0,1,8250,1,0,2,2,50,628,45
2014-03-15 14:51:06,2,3,66,321,18146,962.6797,172284,0,1,1,2014-04-15,2014-04-19,2,0,1,8291,1,0,1,2,50,191,95
2014-04-06 19:43:02,8,4,77,824,23566,3916.2815,712247,0,0,5,2014-06-24,2014-06-27,2,0,1,8819,1,0,1,3,168,1242,37
2014-05-19 21:18:48,2,3,66,442,76,1372.7335,98060,0,0,9,2014-07-11,2014-07-14,2,0,1,7635,3,0,1,2,50,675,98
2014-09-25 17:46:51,2,3,77,824,15015,1325.656,510015,0,0,1,2014-09-30,2014-10-01,2,0,1,22345,6,1,1,0,34,55,58
2014-10-26 17:50:58,2,3,66,471,16032,436.5508,766768,0,0,0,2015-10-29,2015-11-02,2,0,1,8216,1,0,1,2,50,350,72
2014-12-31 12:31:44,11,3,205,155,26065,3933.3751,1126199,0,0,2,2015-03-14,2015-03-28,2,0,1,11634,1,0,1,4,35,1616,58
2014-06-28 19:12:04,2,3,66,153,39112,417.3065,377026,0,0,2,2014-07-13,2014-07-17,2,0,1,8278,1,0,2,2,50,368,40
2014-03-11 12:34:55,2,3,63,451,51097,750.1563,367179,0,0,1,2014-03-14,2014-03-17,2,0,1,22434,1,0,1,6,105,977,38
2014-09-30 12:48:34,2,3,66,363,3736,1583.3869,371277,0,1,2,2015-01-31,2015-02-05,0,1,1,8843,1,0,6,2,50,671,91
2013-01-20 13:01:25,2,3,66,321,42936,,64278,1,1,9,2013-04-16,2013-04-20,2,0,1,8250,1,0,1,2,50,628,71
2013-06-27 00:25:55,2,3,31,248,2114,,514161,0,0,9,2013-07-23,2013-07-24,1,1,1,25443,6,1,1,6,15,1476,30
2014-06-10 06:42:08,2,3,66,174,9444,2443.7008,822344,0,0,9,2014-12-19,2014-12-28,1,0,1,11357,1,0,1,2,50,674,4
2014-09-13 09:40:43,26,0,215,715,51988,,751709,0,1,9,2014-09-18,2014-09-21,1,0,1,1114,1,0,2,4,8,122,14
2013-10-28 15:40:53,13,1,46,157,34868,5661.985,704747,0,0,5,2013-11-30,2013-12-02,1,1,1,8279,1,0,1,2,50,1230,70
2014-12-31 23:05:27,23,1,1,318,2096,5023.0971,1029359,0,0,9,2015-08-02,2015-08-06,2,0,1,19799,6,0,2,3,99,47,20
2014-01-05 19:29:51,8,4,77,977,53780,2396.7103,254417,0,0,9,2014-04-11,2014-04-19,2,2,1,20014,6,0,1,0,87,58,63
2014-07-15 18:45:06,2,3,66,348,6497,977.8668,902688,0,0,9,2014-08-05,2014-08-07,2,0,1,27715,6,0,1,2,50,1120,62
2013-07-02 07:30:51,2,3,66,435,40631,152.961,398095,1,0,0,2013-08-30,2013-09-02,2,2,1,11989,1,0,2,2,50,511,48
2014-11-25 16:49:47,33,2,194,38,42328,,1029122,0,0,1,2014-12-04,2014-12-05,2,0,1,50371,4,0,1,3,5,65,57
2014-08-05 15:32:11,8,4,77,977,13131,3795.2511,852311,0,0,9,2015-01-04,2015-01-05,2,2,1,45532,1,0,1,3,151,1068,63
2014-04-29 17:09:55,24,2,3,51,39770,,740774,1,1,1,2014-07-26,2014-07-30,2,2,2,181,1,0,2,3,151,1486,46
2013-09-23 03:52:51,2,3,66,174,14752,5645.7322,790294,0,0,9,2013-10-30,2013-11-03,2,0,1,8745,1,0,2,6,204,27,99
2014-02-15 16:24:07,17,1,133,12,7424,,539053,0,1,0,2014-03-08,2014-03-15,2,0,1,8790,1,1,1,6,199,5,36
2014-02-12 17:15:30,2,3,66,348,28556,6834.6972,1081487,1,1,9,2014-10-11,2014-10-17,2,0,1,468,1,0,1,3,48,153,86
2013-07-29 13:05:05,2,3,66,174,47287,77.7512,1122728,0,0,9,2013-10-31,2013-11-03,3,0,2,40642,4,0,1,2,50,368,47
2014-04-10 07:35:37,2,3,66,337,13021,707.3019,744450,0,1,9,2014-11-04,2014-11-07,2,0,1,8265,1,0,2,2,50,647,4
2014-10-28 11:07:18,8,4,77,871,36643,2789.2595,799724,0,0,5,2015-05-27,2015-06-24,2,0,1,20113,6,0,1,3,5,1701,62
2014-10-09 18:11:08,2,3,66,174,24103,5651.6065,322282,0,0,9,2014-10-11,2014-10-12,2,0,1,8745,1,0,1,6,204,27,35
2014-12-14 22:20:07,2,3,66,321,33705,1573.2172,496776,0,0,9,2014-12-21,2014-12-22,1,3,1,8279,1,0,1,2,50,1230,70
2014-05-05 05:46:13,2,3,66,254,41165,319.3894,1108143,0,0,9,2014-06-04,2014-06-06,2,0,1,42630,3,0,1,2,50,637,21
2013-08-29 12:15:19,17,1,133,31,13010,,694679,0,0,2,2013-09-04,2013-09-13,2,1,1,8268,1,0,1,2,50,682,71
2013-05-27 11:05:58,2,3,66,346,40750,329.4188,425877,0,0,0,2013-06-21,2013-06-24,2,0,1,12602,5,0,1,2,50,628,1
2013-02-17 11:25:22,2,3,188,216,52221,,702440,1,0,9,2013-03-04,2013-03-11,1,0,1,12209,6,0,2,6,70,19,55
2013-04-14 14:50:04,2,3,66,288,11997,4545.5401,1120988,0,0,3,2013-07-19,2013-07-22,2,0,1,12245,6,0,2,6,204,27,41
2013-10-09 09:19:49,11,3,205,135,38749,2665.2946,91796,1,0,0,2013-11-06,2013-11-14,2,2,1,11938,1,0,1,4,8,126,65
2014-12-01 16:59:45,2,3,66,351,27383,1814.5587,39262,0,0,0,2014-12-14,2014-12-15,2,0,1,8250,1,0,1,2,50,628,79
2013-07-18 14:59:34,2,3,66,196,2428,923.7658,667127,0,1,9,2013-09-05,2013-09-07,1,0,1,8260,1,0,1,2,50,701,12
2014-11-01 13:09:04,30,4,195,548,56440,,676576,0,0,3,2015-03-30,2015-04-09,2,0,1,1725,1,0,1,3,182,1493,78
2013-01-18 17:26:17,2,3,66,226,42300,5026.9335,708155,0,1,9,2013-05-04,2013-05-10,2,0,1,8746,1,0,1,6,105,29,95
2014-05-01 14:27:00,2,3,66,174,30999,7254.3748,567686,0,0,9,2014-05-15,2014-05-16,1,0,1,44855,6,1,1,3,171,61,83
2014-10-23 04:49:01,2,3,66,351,28771,1150.7554,337152,1,0,1,2015-03-21,2015-03-26,6,0,3,27949,6,0,1,4,128,1455,26
2014-04-01 18:54:56,2,3,66,348,18926,,1037435,0,0,9,2014-04-14,2014-04-17,2,2,1,8284,1,0,1,2,50,685,26
2013-05-23 16:30:11,18,2,119,0,27731,,443478,0,1,5,2013-06-24,2013-06-26,4,2,2,8819,1,0,1,3,168,1242,26
2014-12-13 13:28:48,11,3,205,155,40095,4795.8932,702382,0,1,9,2015-02-20,2015-02-26,2,0,1,8745,1,0,1,6,204,27,98
2014-08-17 19:50:31,37,1,69,627,11254,,205118,1,1,9,2014-11-08,2014-11-09,2,0,1,8788,1,0,1,6,77,1880,16
2013-06-12 06:23:44,34,3,205,354,55763,3453.1209,180785,0,0,9,2013-07-28,2013-08-03,1,0,1,12646,5,0,2,6,70,134,16
2013-11-28 18:43:09,2,3,66,184,28561,117.4892,788960,1,0,9,2013-11-29,2013-11-30,3,0,1,884,3,0,1,2,50,1637,42
2014-08-18 16:45:52,8,4,77,824,15015,3919.9689,978482,0,0,0,2014-10-15,2014-10-19,2,0,1,8819,1,0,1,3,168,1242,58
2014-09-16 13:45:12,37,1,69,626,38124,,1180160,0,0,2,2015-01-02,2015-01-03,2,0,1,14582,7,0,1,6,144,7,2
2013-11-03 13:06:30,34,3,205,385,1440,1542.0704,80798,0,0,9,2013-12-30,2014-01-10,2,0,1,12312,5,0,1,2,50,702,32
2014-07-04 17:54:32,2,3,66,314,18942,4350.7788,107955,0,0,9,2014-10-01,2014-10-03,2,0,1,20278,6,0,1,6,105,809,2
2014-12-25 18:17:56,2,3,50,772,47681,,1184289,0,1,9,2015-03-19,2015-03-28,1,0,1,8252,1,0,1,6,170,313,46
2014-11-05 15:00:17,2,3,66,174,6735,304.2268,74425,1,0,9,2014-11-22,2014-11-29,2,0,1,8272,1,0,1,2,50,659,40
2014-04-30 21:34:57,2,3,66,174,16634,40.8362,780227,0,0,9,2014-05-02,2014-05-04,1,0,1,8279,1,0,1,2,50,358,48
2014-07-22 08:53:50,2,3,66,348,48862,1090.1123,269842,1,0,0,2014-08-02,2014-08-09,2,1,1,28490,6,0,1,2,50,700,96
2014-12-14 01:14:36,2,3,66,462,49272,644.4972,24683,0,0,9,2014-12-21,2014-12-22,2,0,1,24119,6,0,1,2,50,357,91
2014-05-24 08:25:01,11,3,205,385,13813,,435351,0,0,5,2014-09-19,2014-09-21,2,0,1,24564,6,0,3,6,107,186,29
2013-06-07 15:56:53,22,2,0,203,54226,,967379,0,0,5,2013-06-09,2013-06-10,2,1,1,20525,1,0,2,3,104,76,58
2014-09-09 20:41:38,23,1,1,395,29254,4282.8019,230288,0,1,1,2014-12-27,2015-01-03,2,2,1,8267,1,0,1,2,50,675,56
2013-09-12 19:39:06,2,3,66,318,31646,403.4876,95682,1,0,1,2013-09-27,2013-09-29,2,0,1,8219,1,0,1,2,50,688,94
2013-11-30 00:22:08,2,3,66,174,37675,73.4542,1094313,0,0,9,2014-01-21,2014-01-24,1,0,1,8278,1,1,1,2,50,368,96
2014-10-23 17:52:48,37,1,69,1010,15905,,787629,0,0,9,2014-10-29,2014-10-30,6,0,3,8253,1,0,1,6,70,19,50
2014-04-23 08:56:03,2,3,66,174,24103,151.0122,75507,0,0,1,2014-04-24,2014-04-25,2,2,1,18790,1,0,1,2,50,361,28
2013-08-11 09:47:30,2,3,66,442,17898,267.0477,126112,0,0,1,2013-08-11,2013-08-13,2,2,1,8243,1,1,1,2,50,409,2
2013-11-29 08:22:21,2,3,66,403,50659,,733690,1,1,1,2014-03-21,2014-03-28,1,0,1,8791,1,0,1,4,8,110,65
2013-05-10 11:59:14,2,3,66,348,48862,2020.4211,302530,0,0,9,2013-05-21,2013-05-22,1,0,1,12690,5,0,1,2,50,747,91
2014-06-10 06:27:02,2,3,66,258,1803,1513.7813,912033,0,1,9,2014-08-17,2014-08-20,1,0,1,8250,1,0,1,2,50,628,79
2014-03-10 16:37:18,36,2,115,957,17195,,1027473,0,0,5,2014-04-07,2014-04-10,4,0,2,8221,1,0,3,3,99,47,29
2013-07-10 12:56:06,11,3,205,354,21728,219.771,424831,0,0,9,2013-08-28,2013-08-31,1,3,1,26022,6,0,1,2,198,397,18
2014-09-11 07:47:09,2,3,66,311,46676,192.8086,1150152,0,0,2,2014-09-12,2014-09-14,2,0,1,8267,1,0,1,2,50,675,56
2014-12-17 07:33:51,2,3,66,442,35390,142.5009,914056,0,0,9,2014-12-21,2014-12-22,3,0,1,26943,6,0,2,2,50,743,49
2014-07-25 15:19:58,2,3,66,258,12975,1464.0525,1140311,0,1,0,2014-08-13,2014-08-16,2,0,1,8791,1,0,1,4,8,110,0
2014-09-24 15:44:34,2,3,66,174,25639,180.6953,1057041,0,0,9,2014-10-23,2014-10-26,1,0,1,28688,4,0,2,2,50,358,91
2013-06-13 05:29:55,2,3,71,0,2786,,29263,0,1,9,2013-07-20,2013-07-21,1,0,1,7635,3,0,1,2,50,675,98
2014-08-28 12:08:46,11,3,205,339,21141,1750.2317,188128,0,0,1,2014-09-28,2014-10-02,2,0,1,8793,1,0,1,2,50,677,22
2013-05-21 11:06:08,11,3,205,354,21728,443.6065,384284,0,0,9,2013-11-11,2013-11-13,1,1,1,25693,6,0,1,2,50,191,91
2014-04-21 09:59:50,2,3,66,220,47458,1083.6388,582943,1,1,9,2014-08-07,2014-08-10,2,2,1,12233,6,0,1,2,50,675,19
2013-03-13 15:02:56,11,3,205,354,25315,293.6658,1067694,0,0,9,2013-03-18,2013-03-21,2,2,1,31054,4,0,2,2,198,383,26
2014-08-25 14:24:57,2,3,66,174,30055,158.3574,365669,0,0,9,2014-08-31,2014-09-01,3,1,1,8837,1,0,1,2,50,360,42
2014-02-19 04:15:42,11,3,205,339,29941,2030.4303,786912,0,0,5,2014-04-27,2014-04-28,4,0,1,8260,1,0,1,2,50,701,13
2014-09-24 20:13:54,34,3,231,69,52199,,30503,0,0,9,2014-09-30,2014-10-01,1,0,1,12603,5,0,1,2,50,365,50
2014-11-24 22:48:19,2,3,190,133,27383,,953249,1,0,9,2014-12-13,2014-12-18,2,0,1,8745,1,0,1,6,204,27,99
2014-05-31 20:52:11,2,3,58,50,47668,,589384,0,1,9,2014-06-05,2014-06-07,1,0,1,468,1,0,1,3,48,153,11
2014-09-22 08:33:08,2,3,66,174,16561,,454783,0,1,2,2014-11-15,2014-11-17,2,0,1,8272,1,0,1,2,50,659,99
2013-04-07 11:25:52,23,1,1,160,23099,553.9588,472128,0,1,0,2013-04-25,2013-04-27,2,2,1,8253,1,0,1,6,70,19,59
2013-01-25 17:43:55,2,3,66,348,23166,1272.3896,278192,0,0,9,2013-02-17,2013-02-22,1,0,1,26344,1,0,1,2,50,721,11
2014-05-08 06:25:33,2,3,66,314,50016,973.3886,307486,0,0,4,2014-05-27,2014-05-28,2,0,2,12652,5,0,1,2,50,192,11
2014-04-06 11:06:19,24,2,3,64,22203,,246002,0,1,0,2014-08-15,2014-08-17,1,0,1,8862,1,0,1,6,204,104,90
2014-10-27 09:31:05,8,4,77,824,15015,4509.6878,1098291,0,0,5,2015-03-19,2015-03-27,2,1,1,5401,6,0,1,3,182,83,63
2013-08-21 07:32:27,2,3,66,174,8124,232.9944,556298,0,1,9,2013-09-18,2013-09-19,1,0,1,8250,1,1,1,2,50,628,88
2014-06-19 15:03:56,34,3,205,155,6802,69.7539,812201,0,0,9,2014-07-11,2014-07-12,2,3,1,21572,1,0,1,2,50,835,13
2013-03-19 12:19:31,2,3,66,363,12346,1521.1351,1091940,0,1,3,2013-06-02,2013-06-06,2,0,1,11439,1,0,2,4,163,1503,65
2014-07-31 12:45:27,2,3,66,340,1970,551.6873,1100276,0,0,9,2014-08-02,2014-08-06,4,3,2,8278,1,0,2,2,50,368,93
2014-12-21 08:29:23,2,3,66,337,18214,,906385,0,0,0,2014-12-27,2015-01-01,2,4,2,8791,1,0,2,4,8,110,66
2013-09-15 06:29:51,2,3,179,410,16634,,1106552,1,0,2,2013-09-29,2013-09-30,3,0,1,12492,5,0,1,6,105,29,29
2014-07-02 23:04:18,24,2,3,48,31270,,1163591,1,0,1,2014-07-04,2014-07-07,1,0,1,8282,1,0,1,3,126,232,99
2013-06-10 17:55:11,34,3,205,354,44939,7138.3693,1010780,0,0,9,2013-06-17,2013-06-18,1,0,1,40821,4,0,3,3,99,88,46
2013-01-15 12:45:58,28,1,68,360,40768,,1005038,0,0,5,2013-04-16,2013-04-18,2,1,1,8806,1,0,2,6,105,22,64
2014-08-15 19:15:05,2,3,66,311,52237,6667.1636,511142,0,0,0,2014-09-29,2014-09-30,1,1,1,12471,5,0,1,3,48,153,38
2014-04-30 03:45:02,2,3,66,442,16876,8222.4401,1188292,0,0,9,2014-05-23,2014-05-24,2,2,1,468,1,0,1,3,48,153,46
2013-11-09 22:17:35,11,3,205,155,14703,6556.5416,333433,0,0,9,2013-11-12,2013-11-15,2,0,1,12682,5,0,1,3,82,230,61
2014-10-11 17:15:28,23,1,1,395,29254,534.4404,135556,0,1,9,2014-10-17,2014-10-19,2,0,1,55649,3,1,1,6,77,2,14
2014-05-26 01:34:31,2,3,66,174,18354,38.099,197361,1,0,9,2014-05-30,2014-05-31,1,0,1,8279,1,0,1,2,50,1230,23
2013-05-14 16:38:04,37,1,69,761,41949,,807752,0,0,1,2013-05-15,2013-05-16,1,0,1,12246,6,0,3,6,204,27,5
2014-05-31 00:12:58,2,3,66,462,52482,407.4785,1063583,0,0,0,2014-06-07,2014-06-10,2,6,1,11813,1,0,2,2,198,377,10
2014-04-16 21:06:12,37,1,69,675,4559,,152458,0,0,9,2014-08-25,2014-08-27,2,0,1,8846,1,0,1,2,50,691,43
2014-03-04 10:47:37,2,3,66,174,24103,266.7228,251057,0,0,4,2014-03-17,2014-03-19,2,0,1,8834,1,0,2,2,50,355,0
2014-10-19 20:57:54,2,3,66,363,12841,1761.018,244583,0,0,9,2015-02-28,2015-03-08,3,2,2,24850,6,0,1,2,50,661,94
2014-11-11 17:23:13,2,3,66,435,41262,,593087,1,0,2,2014-11-14,2014-11-16,2,0,1,12015,1,0,4,2,50,527,72
2014-12-05 16:51:57,8,4,77,871,36643,1114.3481,738243,0,1,5,2015-01-23,2015-01-26,2,0,1,22133,1,0,5,0,63,1045,73
2013-07-19 06:05:41,2,3,66,348,48862,958.234,486660,1,1,2,2013-08-09,2013-08-12,3,2,1,13443,4,0,1,2,50,682,91
2013-08-19 23:28:36,2,3,66,337,25954,349.44,160413,0,0,9,2013-08-31,2013-09-01,2,1,1,26227,6,0,1,2,198,384,91
2014-11-29 14:30:37,2,3,66,462,49272,933.4652,122961,0,0,9,2014-12-13,2014-12-14,2,0,1,7193,3,0,1,2,50,365,95
2014-12-31 19:28:43,2,3,66,174,54761,,243792,0,0,9,2015-02-13,2015-02-16,1,0,1,4688,3,0,1,2,50,190,68
2014-03-20 09:38:54,2,3,215,646,51733,8335.0014,488952,0,1,9,2014-04-10,2014-04-11,2,0,2,8822,1,0,15,3,130,91,69
2014-12-06 11:50:00,2,3,66,462,49272,700.1277,411979,0,0,9,2015-02-03,2015-02-08,1,0,1,8276,1,0,1,2,50,661,28
2013-06-23 21:36:28,2,3,66,174,5941,2092.8844,148859,0,0,9,2013-08-31,2013-09-03,1,0,1,26356,6,1,1,2,50,678,28
2014-07-18 06:56:53,2,3,66,348,48862,8.1273,51115,0,0,4,2014-07-25,2014-07-27,2,0,1,6499,3,0,1,2,50,676,83
2013-07-27 17:15:01,30,4,195,548,56440,,981999,1,0,3,2013-12-12,2013-12-15,2,0,1,8808,1,0,2,6,169,28,46
2014-01-02 12:16:14,11,3,205,385,46963,1387.8066,779083,0,0,5,2014-02-16,2014-02-17,2,0,1,11353,1,0,1,2,50,699,73
2014-09-16 18:57:34,11,3,205,354,44939,454.3409,916867,0,0,0,2015-07-02,2015-07-07,2,1,1,4592,3,0,1,2,50,637,41
2013-12-12 05:54:54,2,3,66,337,17705,8077.6866,477844,0,1,9,2014-01-05,2014-01-07,1,0,1,8242,1,0,1,3,171,61,75
2014-05-03 11:40:09,2,3,66,318,33796,,110267,0,0,9,2014-05-15,2014-05-16,2,0,1,42332,4,0,1,2,50,508,7
2014-04-28 12:57:34,2,3,66,442,30104,4897.8234,108000,0,0,9,2014-05-10,2014-05-12,1,0,1,21959,6,0,1,6,68,275,10
2014-10-11 11:53:53,24,2,3,48,29351,,210136,1,1,2,2015-01-04,2015-01-08,1,0,1,8267,1,0,1,2,50,675,98
2014-09-10 09:43:11,2,3,215,621,41162,,649157,0,0,9,2014-09-22,2014-09-26,3,0,3,8259,1,1,1,4,8,121,33
2013-03-23 18:55:15,8,4,77,401,29226,1329.0682,979732,1,1,0,2013-09-30,2013-10-07,2,1,1,8795,1,0,1,0,63,966,90
2014-04-29 07:33:09,11,3,205,385,45494,3651.205,928639,0,0,5,2014-09-19,2014-09-20,2,0,1,18966,1,0,2,6,204,1791,82
2014-01-20 15:56:33,2,3,66,174,26232,6158.2856,78522,0,0,9,2014-08-16,2014-08-17,2,0,1,36220,4,0,1,6,180,1731,62
2014-07-10 16:57:39,2,3,66,174,44951,1880.6463,922597,0,0,9,2014-07-30,2014-08-02,1,0,1,12442,5,1,1,2,50,638,32
2014-11-24 14:49:59,2,3,66,174,17494,390.0421,470374,0,1,9,2014-11-27,2014-11-30,2,2,1,8250,1,0,5,2,50,628,84
2013-09-01 08:49:11,2,3,66,174,52058,756.8069,649067,0,0,9,2013-10-15,2013-10-18,2,0,1,8839,1,0,2,2,50,665,44
2014-05-12 13:10:23,2,3,66,348,48862,184.9588,575795,0,0,9,2014-05-24,2014-05-26,2,0,1,24538,1,0,1,2,50,516,47
2014-12-31 07:37:43,2,3,66,288,7249,4103.0016,858419,1,0,9,2015-05-09,2015-05-14,2,0,1,25210,6,0,1,6,31,1464,58
2014-07-06 22:29:25,2,3,66,462,11417,992.4683,1189234,1,0,9,2014-07-26,2014-07-30,2,3,1,3072,3,0,1,2,50,366,73
2014-11-30 02:40:32,24,2,3,50,50547,,1162328,1,1,9,2014-12-17,2014-12-21,1,0,1,8220,1,0,3,3,182,46,62
2013-04-03 22:23:39,24,2,3,71,9115,,210446,1,0,2,2013-04-28,2013-05-05,1,0,1,4992,1,0,3,3,110,72,95
2013-08-03 06:26:27,2,3,80,41,21389,,482376,0,0,9,2013-08-23,2013-08-30,2,2,1,28610,6,0,1,6,22,245,64
2013-04-04 14:42:47,34,3,205,354,25315,435.6254,715631,0,0,9,2013-04-16,2013-04-18,1,0,1,12190,6,0,2,2,50,637,18
2014-07-22 04:12:36,2,3,93,71,15362,,188750,0,1,9,2014-09-11,2014-09-12,1,0,1,8794,1,0,1,6,144,7,46
2013-03-04 21:57:24,2,3,66,442,25538,4783.8909,548372,0,1,3,2013-08-04,2013-08-06,2,0,1,23018,6,0,1,6,70,1914,62
2014-01-31 05:44:30,8,4,77,824,15015,10686.8198,1183311,0,0,9,2014-05-10,2014-05-15,2,1,1,29566,4,0,1,6,77,2,10
2014-12-15 16:38:38,8,4,77,824,17326,,391614,0,0,9,2015-02-07,2015-02-09,2,0,1,8250,1,0,1,2,50,628,1
2013-09-14 01:48:38,2,3,66,442,27910,,432731,0,0,4,2013-09-22,2013-09-23,2,2,1,43002,1,0,2,2,50,530,48
2014-04-01 06:19:32,2,3,66,294,50074,,317222,0,0,9,2014-07-16,2014-07-20,1,0,1,11643,1,0,1,6,77,222,82
2014-08-19 11:16:15,2,3,48,424,35910,,717699,0,0,3,2014-09-09,2014-09-10,2,0,1,22219,1,0,1,4,8,189,36
2014-12-10 21:20:17,13,1,46,172,13218,396.994,302894,1,1,9,2015-05-26,2015-06-02,2,2,1,8745,1,0,1,6,204,27,17
2014-06-05 19:29:27,2,3,66,184,2037,698.1967,1187036,0,0,9,2014-08-02,2014-08-03,2,1,1,8261,1,0,1,2,50,646,18
2013-05-06 22:18:35,37,1,69,912,11121,,388645,0,1,1,2013-06-25,2013-06-28,2,0,1,8788,1,0,1,6,77,1880,85
2013-08-11 08:49:56,2,3,46,171,18599,,333140,0,0,9,2013-10-08,2013-10-14,2,0,1,28514,6,0,1,2,50,1457,0
2013-08-13 14:56:35,2,3,66,174,26232,6904.4424,677180,0,0,3,2013-12-26,2013-12-30,2,0,1,6573,6,0,1,3,171,61,41
2014-12-24 09:38:11,2,3,46,172,56153,415.2755,757717,1,1,9,2014-12-25,2014-12-28,1,0,1,8213,1,0,1,6,68,275,6
2014-07-10 18:25:02,2,3,66,174,41886,194.9454,591145,0,0,9,2014-07-11,2014-07-13,2,0,1,12206,6,0,5,2,50,628,1
2014-07-21 18:49:53,2,3,66,435,25538,822.1409,543115,0,0,0,2014-10-31,2014-11-02,4,2,2,24,1,0,1,2,50,606,94
2013-05-16 20:17:34,2,3,66,174,27251,2357.2379,727761,0,0,9,2013-05-28,2013-06-06,1,0,1,12182,6,0,2,2,50,636,34
2014-10-15 10:36:31,22,2,0,203,54226,,623600,0,0,1,2014-10-15,2014-10-16,1,0,1,8796,1,1,1,3,104,1003,75
2014-03-11 13:07:59,8,4,77,824,17326,,715884,0,0,5,2014-04-12,2014-04-13,2,2,1,23507,6,0,2,6,70,19,59
2014-06-15 21:07:28,2,3,66,220,14656,87.319,774249,1,0,1,2014-06-20,2014-06-23,2,1,1,28491,6,0,1,2,50,702,3
2014-10-13 19:07:46,2,3,66,448,47607,163.624,733544,0,0,9,2014-11-01,2014-11-02,2,0,1,8271,1,0,1,2,50,696,97
2014-08-24 07:10:18,34,3,205,354,50386,1950.7563,188042,0,1,9,2014-12-20,2014-12-23,2,0,1,12206,6,0,2,2,50,628,24
2014-10-27 10:31:06,2,3,66,314,18442,182.3383,718286,0,0,9,2015-01-03,2015-01-07,2,0,1,8267,1,0,1,2,50,675,10
2014-12-25 19:43:28,2,3,66,174,38484,,464615,1,0,2,2015-01-09,2015-01-12,2,0,1,8250,1,0,2,2,50,628,51
2014-09-19 20:49:56,2,3,66,184,51723,,648216,0,1,9,2014-11-11,2014-11-14,2,0,1,5405,6,0,2,4,8,126,65
2014-05-01 20:44:32,34,3,205,155,14703,6.2008,1184873,0,0,9,2014-05-01,2014-05-04,2,0,1,8288,1,1,1,2,198,399,18
2014-11-14 06:03:27,2,3,66,220,5444,238.8532,678275,0,1,9,2014-12-12,2014-12-14,2,0,1,28514,6,0,1,2,50,1457,21
2014-11-28 09:46:38,2,3,66,448,43175,520.5616,1194111,0,0,2,2014-12-04,2014-12-05,2,0,1,26051,6,0,1,2,50,1235,41
2014-11-11 10:08:08,2,3,80,38,52486,,353460,0,0,9,2014-11-29,2014-12-04,1,0,1,468,1,0,1,3,48,153,70
2014-11-24 09:13:22,11,3,205,354,25315,16.2128,417470,0,0,2,2014-11-28,2014-11-29,2,0,1,3679,3,0,1,2,198,960,91
2013-09-09 21:13:06,24,2,3,50,22013,,444016,0,0,4,2013-09-17,2013-09-18,2,0,1,8281,1,0,1,2,50,663,23
2013-05-21 18:47:49,2,3,66,442,28620,6748.212,1015463,0,0,9,2013-06-13,2013-06-14,2,0,1,43199,1,0,2,3,106,106,58
2014-06-07 20:43:48,2,3,66,220,23801,1786.7899,1097428,1,0,9,2014-12-04,2014-12-16,2,0,1,8843,1,0,1,2,50,671,84
2013-03-28 22:22:04,2,3,66,348,17471,,101797,0,1,9,2013-08-27,2013-08-31,2,0,1,12188,6,0,4,4,8,110,65
2014-04-06 19:26:32,2,3,66,314,34997,1458.8288,1109757,0,1,1,2014-05-27,2014-06-04,2,0,1,11938,1,0,3,4,8,126,66
2014-12-02 06:59:26,2,3,66,174,18037,2251.3472,373708,0,0,9,2014-12-26,2014-12-29,1,0,1,26022,6,0,1,2,198,397,10
2014-08-21 17:03:46,2,3,66,174,9444,2517.2844,637441,0,0,9,2014-08-26,2014-09-05,2,0,1,11373,1,0,1,4,128,1455,73
2014-08-11 12:19:08,2,3,66,442,30924,0.4837,144643,0,0,9,2015-01-17,2015-01-18,2,3,1,722,1,0,1,2,50,1261,43
2013-03-19 10:34:00,2,3,66,335,37769,1180.3345,653745,0,1,9,2013-04-19,2013-04-25,4,2,1,8268,1,0,1,2,50,682,71
2014-07-10 17:16:44,23,1,1,298,1390,547.9688,720071,0,1,5,2014-08-08,2014-08-15,3,0,1,21800,1,0,2,6,208,1571,57
2014-08-08 01:48:18,2,3,66,462,16353,2552.1229,588110,0,0,4,2014-09-19,2014-09-20,2,0,1,8268,1,0,2,2,50,682,54
